Datetime,Open,High,Low,Close,Adj Close,Volume
2024-06-24 09:30:00-04:00,122.94000244140625,124.45999908447266,122.88999938964844,124.07499694824219,124.07499694824219,33753576
2024-06-24 09:35:00-04:00,124.08350372314453,124.30000305175781,123.37000274658203,124.04759979248047,124.04759979248047,7736345
2024-06-24 09:40:00-04:00,124.02999877929688,124.04000091552734,122.53009796142578,122.9800033569336,122.9800033569336,9485391
2024-06-24 09:45:00-04:00,122.9800033569336,123.45999908447266,121.58000183105469,121.66000366210938,121.66000366210938,13216007
2024-06-24 09:50:00-04:00,121.68000030517578,122.98999786376953,121.47000122070312,122.9800033569336,122.9800033569336,9822631
2024-06-24 09:55:00-04:00,122.9800033569336,122.98999786376953,122.30000305175781,122.61000061035156,122.61000061035156,6288940
2024-06-24 10:00:00-04:00,122.61000061035156,123.55999755859375,122.53309631347656,123.41000366210938,123.41000366210938,6659925
2024-06-24 10:05:00-04:00,123.41000366210938,123.9000015258789,123.18000030517578,123.84989929199219,123.84989929199219,4850218
2024-06-24 10:10:00-04:00,123.8291015625,123.83000183105469,122.7406005859375,122.83999633789062,122.83999633789062,5105914
2024-06-24 10:15:00-04:00,122.83000183105469,122.91000366210938,122.36000061035156,122.5999984741211,122.5999984741211,4487097
2024-06-24 10:20:00-04:00,122.58999633789062,122.58999633789062,121.81999969482422,121.81999969482422,121.81999969482422,6157396
2024-06-24 10:25:00-04:00,121.81999969482422,122.04000091552734,120.73999786376953,120.88999938964844,120.88999938964844,10611969
2024-06-24 10:30:00-04:00,120.8499984741211,121.80000305175781,120.72000122070312,121.43000030517578,121.43000030517578,7741392
2024-06-24 10:35:00-04:00,121.43000030517578,121.88999938964844,121.33000183105469,121.36000061035156,121.36000061035156,5174527
2024-06-24 10:40:00-04:00,121.36000061035156,121.41999816894531,119.12000274658203,119.25990295410156,119.25990295410156,17925338
2024-06-24 10:45:00-04:00,119.26000213623047,120.0,118.29000091552734,118.41999816894531,118.41999816894531,15478447
2024-06-24 10:50:00-04:00,118.43499755859375,119.45999908447266,118.30000305175781,119.2699966430664,119.2699966430664,10918235
2024-06-24 10:55:00-04:00,119.26490020751953,120.5,119.23999786376953,120.43000030517578,120.43000030517578,9427788
2024-06-24 11:00:00-04:00,120.44000244140625,120.52999877929688,119.5,119.82499694824219,119.82499694824219,7269824
2024-06-24 11:05:00-04:00,119.82769775390625,120.4800033569336,119.62059783935547,120.33999633789062,120.33999633789062,4967422
2024-06-24 11:10:00-04:00,120.33000183105469,120.68990325927734,120.22000122070312,120.27999877929688,120.27999877929688,4606421
2024-06-24 11:15:00-04:00,120.29000091552734,120.8499984741211,119.7699966430664,120.44499969482422,120.44499969482422,5538413
2024-06-24 11:20:00-04:00,120.44999694824219,120.5999984741211,119.30000305175781,119.38919830322266,119.38919830322266,5551455
2024-06-24 11:25:00-04:00,119.38990020751953,119.9800033569336,118.81999969482422,119.81999969482422,119.81999969482422,7078774
2024-06-24 11:30:00-04:00,119.82499694824219,120.5,119.37999725341797,120.47000122070312,120.47000122070312,4825908
2024-06-24 11:35:00-04:00,120.4800033569336,120.80000305175781,120.08000183105469,120.66500091552734,120.66500091552734,3947540
2024-06-24 11:40:00-04:00,120.67520141601562,120.69000244140625,119.9000015258789,120.44999694824219,120.44999694824219,4315973
2024-06-24 11:45:00-04:00,120.45999908447266,120.55000305175781,120.12999725341797,120.36499786376953,120.36499786376953,4204025
2024-06-24 11:50:00-04:00,120.37999725341797,120.54000091552734,120.04000091552734,120.31500244140625,120.31500244140625,2774631
