Datetime,Open,High,Low,Close,Adj Close,Volume
2024-07-22 09:30:00-04:00,120.3499984741211,120.80999755859375,119.86000061035156,120.78559875488281,120.78559875488281,17902073
2024-07-22 09:35:00-04:00,120.79000091552734,121.61000061035156,120.69180297851562,121.04000091552734,121.04000091552734,7788009
2024-07-22 09:40:00-04:00,121.2249984741211,122.29000091552734,121.14009857177734,122.19010162353516,122.19010162353516,7698690
2024-07-22 09:45:00-04:00,122.19999694824219,123.27999877929688,122.19999694824219,123.11000061035156,123.11000061035156,8781164
2024-07-22 09:50:00-04:00,123.12989807128906,123.1500015258789,122.22000122070312,122.83360290527344,122.83360290527344,5973089
2024-07-22 09:55:00-04:00,122.83000183105469,122.94999694824219,122.20999908447266,122.4749984741211,122.4749984741211,4240529
2024-07-22 10:00:00-04:00,122.47000122070312,122.58999633789062,121.73999786376953,121.83999633789062,121.83999633789062,4836108
2024-07-22 10:05:00-04:00,121.83999633789062,122.07990264892578,121.26000213623047,121.36000061035156,121.36000061035156,3719482
2024-07-22 10:10:00-04:00,121.36000061035156,121.91000366210938,121.16999816894531,121.87999725341797,121.87999725341797,3937894
2024-07-22 10:15:00-04:00,121.87999725341797,122.3499984741211,121.6500015258789,122.0,122.0,3736916
2024-07-22 10:20:00-04:00,122.01000213623047,122.13999938964844,121.74500274658203,122.0,122.0,2334189
2024-07-22 10:25:00-04:00,122.01000213623047,122.94999694824219,121.87000274658203,122.85199737548828,122.85199737548828,4093291
2024-07-22 10:30:00-04:00,122.86000061035156,122.97000122070312,122.30999755859375,122.83999633789062,122.83999633789062,3963503
2024-07-22 10:35:00-04:00,122.8499984741211,122.9800033569336,122.48999786376953,122.96910095214844,122.96910095214844,2846527
2024-07-22 10:40:00-04:00,122.95500183105469,123.16999816894531,122.55999755859375,122.71299743652344,122.71299743652344,3945564
2024-07-22 10:45:00-04:00,122.72000122070312,122.87999725341797,122.41999816894531,122.4749984741211,122.4749984741211,2047448
2024-07-22 10:50:00-04:00,122.4800033569336,122.50900268554688,122.11000061035156,122.33000183105469,122.33000183105469,2448372
2024-07-22 10:55:00-04:00,122.31999969482422,122.65869903564453,121.88999938964844,122.02999877929688,122.02999877929688,2651164
2024-07-22 11:00:00-04:00,122.0999984741211,122.58000183105469,121.91999816894531,122.5791015625,122.5791015625,2622183
2024-07-22 11:05:00-04:00,122.56999969482422,122.66000366210938,121.47000122070312,121.4800033569336,121.4800033569336,2867771
2024-07-22 11:10:00-04:00,121.70999908447266,122.0999984741211,121.58070373535156,121.93309783935547,121.93309783935547,2576103
2024-07-22 11:15:00-04:00,121.93000030517578,122.05999755859375,121.2239990234375,121.27749633789062,121.27749633789062,2961480
2024-07-22 11:20:00-04:00,121.2750015258789,121.58999633789062,120.76010131835938,120.80000305175781,120.80000305175781,3260241
2024-07-22 11:25:00-04:00,120.79989624023438,121.04000091552734,120.6500015258789,120.80480194091797,120.80480194091797,2383983
2024-07-22 11:30:00-04:00,120.80000305175781,120.87999725341797,120.3499984741211,120.38999938964844,120.38999938964844,2651865
2024-07-22 11:35:00-04:00,120.38999938964844,121.08000183105469,120.37999725341797,121.02999877929688,121.02999877929688,2410993
2024-07-22 11:40:00-04:00,121.02999877929688,121.12000274658203,120.69999694824219,120.87999725341797,120.87999725341797,1892661
2024-07-22 11:45:00-04:00,120.88159942626953,121.02999877929688,120.52999877929688,120.91020202636719,120.91020202636719,1779301
2024-07-22 11:50:00-04:00,120.91000366210938,121.13999938964844,120.66999816894531,121.08000183105469,121.08000183105469,2024678
2024-07-22 11:55:00-04:00,121.06999969482422,121.3499984741211,120.91000366210938,121.2300033569336,121.2300033569336,1835110
2024-07-22 12:00:00-04:00,121.2300033569336,121.3499984741211,121.0199966430664,121.02660369873047,121.02660369873047,1696279
2024-07-22 12:05:00-04:00,121.02050018310547,121.53980255126953,120.9000015258789,121.41999816894531,121.41999816894531,1869412
2024-07-22 12:10:00-04:00,121.4000015258789,121.5999984741211,121.36000061035156,121.52690124511719,121.52690124511719,2994014
2024-07-22 12:15:00-04:00,121.52999877929688,121.75,121.43009948730469,121.73999786376953,121.73999786376953,1588182
2024-07-22 12:20:00-04:00,121.73999786376953,121.91999816894531,121.69999694824219,121.77999877929688,121.77999877929688,1822512
2024-07-22 12:25:00-04:00,121.78500366210938,121.8499984741211,121.5999984741211,121.7699966430664,121.7699966430664,1480862
2024-07-22 12:30:00-04:00,121.7750015258789,121.94999694824219,121.54000091552734,121.93499755859375,121.93499755859375,1489033
2024-07-22 12:35:00-04:00,121.93009948730469,122.239501953125,121.8301010131836,122.15499877929688,122.15499877929688,2054960
2024-07-22 12:40:00-04:00,122.16000366210938,122.44999694824219,122.1104965209961,122.4000015258789,122.4000015258789,2113636
2024-07-22 12:45:00-04:00,122.40989685058594,122.5,122.33000183105469,122.44000244140625,122.44000244140625,1657736
2024-07-22 12:50:00-04:00,122.44999694824219,122.5999984741211,122.31999969482422,122.54000091552734,122.54000091552734,1890636
2024-07-22 12:55:00-04:00,122.54010009765625,122.73999786376953,122.30999755859375,122.4802017211914,122.4802017211914,1981078
2024-07-22 13:00:00-04:00,122.5,122.54000091552734,122.30999755859375,122.4000015258789,122.4000015258789,1328954
2024-07-22 13:05:00-04:00,122.4000015258789,122.71990203857422,122.4000015258789,122.69999694824219,122.69999694824219,1450569
2024-07-22 13:10:00-04:00,122.69999694824219,122.70999908447266,122.38999938964844,122.49980163574219,122.49980163574219,1345611
2024-07-22 13:15:00-04:00,122.49659729003906,122.6500015258789,122.33000183105469,122.41999816894531,122.41999816894531,1375137
2024-07-22 13:20:00-04:00,122.41999816894531,122.69999694824219,122.3499984741211,122.68309783935547,122.68309783935547,1397679
